,id,tid1,tid2,title1_zh,title2_zh,title1_en,title2_en,label
90,674,756,766,10月8日平阴往黑风口路段连环撞车造成16死27伤，挖掘机正在清理现场,马云投资百亿的无人超市，却成了大妈们乘凉之地,"On Oct. 8, a series of car crashes on the road to the Black Wind Tunnel killed 16 people and injured 27, and excavators were cleaning the scene.",Ma's multi-billion-dollar supermarket has become a haven for old ladies.,unrelated
91,682,756,767,10月8日平阴往黑风口路段连环撞车造成16死27伤，挖掘机正在清理现场,马云曾经雄心勃勃的“无人超市”网友：败在了这群人手里,"On Oct. 8, a series of car crashes on the road to the Black Wind Tunnel killed 16 people and injured 27, and excavators were cleaning the scene.","Mr Ma's once ambitious ""No-man Supermarket"" netizens: The group has lost its way",unrelated
92,678,756,768,10月8日平阴往黑风口路段连环撞车造成16死27伤，挖掘机正在清理现场,马云无人超市尴尬了，中国大妈才是关键，网友：马云都要哭了！,"On Oct. 8, a series of car crashes on the road to the Black Wind Tunnel killed 16 people and injured 27, and excavators were cleaning the scene.","Ma Yun nobody supermarket embarrassedness, Chinese aunt is the key, netizen: Ma Yun is crying!",unrelated
93,676,756,769,10月8日平阴往黑风口路段连环撞车造成16死27伤，挖掘机正在清理现场,马云无人超市即将关闭，大妈们是：罪魁祸首，网友：大妈打败马云,"On Oct. 8, a series of car crashes on the road to the Black Wind Tunnel killed 16 people and injured 27, and excavators were cleaning the scene.",Ma Yun's Unmanned Supermarket is about to close down. The women are the culprit.,unrelated
94,681,756,770,10月8日平阴往黑风口路段连环撞车造成16死27伤，挖掘机正在清理现场,马云无人超市首告失败，中国大妈才是关键，网友：马云都要哭了！,"On Oct. 8, a series of car crashes on the road to the Black Wind Tunnel killed 16 people and injured 27, and excavators were cleaning the scene.","Ma Yun No Supermarket Supermarket failure, the Chinese mother is the key, netizens: Ma Yun is crying!",unrelated
95,679,756,771,10月8日平阴往黑风口路段连环撞车造成16死27伤，挖掘机正在清理现场,马云无人超市有点大了，中国大妈才是关键，马云都感动要哭了！,"On Oct. 8, a series of car crashes on the road to the Black Wind Tunnel killed 16 people and injured 27, and excavators were cleaning the scene.","Ma Yun no-man supermarket is a little big, the Chinese mother is the key, Ma Yun is moved to cry!",unrelated
96,680,756,772,10月8日平阴往黑风口路段连环撞车造成16死27伤，挖掘机正在清理现场,马云无人超市首告失败，中国大妈才是关键，网友：马云都要哭了,"On Oct. 8, a series of car crashes on the road to the Black Wind Tunnel killed 16 people and injured 27, and excavators were cleaning the scene.","Ma is the key to the failure of the Supermarket, the Chinese woman: Ma is crying",unrelated
97,677,756,773,10月8日平阴往黑风口路段连环撞车造成16死27伤，挖掘机正在清理现场,马云无人超市即将面临倒闭，中国大妈们是“破坏者”,"On Oct. 8, a series of car crashes on the road to the Black Wind Tunnel killed 16 people and injured 27, and excavators were cleaning the scene.","Ma Yun's Unmanned Supermarket is on the verge of collapse, and Chinese mothers are ""destroyers.""",unrelated
98,683,756,774,10月8日平阴往黑风口路段连环撞车造成16死27伤，挖掘机正在清理现场,马云曾经雄心勃勃的“无人超市”败在了这群人手里,"On Oct. 8, a series of car crashes on the road to the Black Wind Tunnel killed 16 people and injured 27, and excavators were cleaning the scene.","Ma's once ambitious ""no-man's supermarket"" has fallen to this group of people.",unrelated
99,684,756,775,10月8日平阴往黑风口路段连环撞车造成16死27伤，挖掘机正在清理现场,"马云的无人超市,为何失败在大妈手里又损失上百亿！","On Oct. 8, a series of car crashes on the road to the Black Wind Tunnel killed 16 people and injured 27, and excavators were cleaning the scene.","Ma's no-man supermarket, why the loss in aunt's hand lost tens of billions of dollars!",unrelated
